,Epoch,Generator Loss,Discriminator Loss
0,1,-1.0989,-0.11
1,2,-1.8676,0.0747
2,3,-2.0151,0.1582
3,4,-1.648,0.1677
4,5,-1.9193,0.2858
5,6,-1.7721,-0.0028
6,7,-2.2771,1.2077
7,8,-0.83,0.0034
8,9,-0.4556,0.1676
9,10,-0.9096,1.1963
10,11,-0.4775,0.3898
11,12,-0.7115,1.1776
12,13,-1.2651,-0.1871
13,14,-0.7461,0.5101
14,15,-0.3159,0.7256
15,16,-1.0061,-0.1413
16,17,-0.3749,1.6026
17,18,-0.5901,0.8846
18,19,0.0357,-0.2456
19,20,0.041,0.4181
20,21,-0.8295,-0.3055
21,22,-1.2708,-0.9054
22,23,-2.2426,-0.6686
23,24,-1.1454,-1.0147
24,25,-1.6302,0.5724
25,26,-0.8033,0.6894
26,27,-0.2602,0.2548
27,28,-1.0226,-0.4876
28,29,-1.2173,-0.5454
29,30,-1.0602,-1.9345
30,31,0.0275,-0.7557
31,32,-0.7353,-1.6018
32,33,-1.4716,0.4353
33,34,-0.7171,-0.2597
34,35,-1.98,-0.9815
35,36,0.4995,-0.117
36,37,-0.461,-0.4587
37,38,-0.6831,0.13
38,39,-1.7534,-2.7476
39,40,-1.5176,0.771
40,41,-0.2034,-1.6533
41,42,-0.2253,-1.7673
42,43,-0.8104,-0.1446
43,44,-0.9029,0.4221
44,45,-1.094,0.9845
45,46,-1.2192,0.0832
46,47,-0.6894,-0.1923
47,48,-0.9135,1.4559
48,49,-1.4094,0.531
49,50,-0.9389,2.0161
50,51,-1.3844,-0.4586
51,52,-0.1461,-0.1486
52,53,-0.9568,-0.5579
53,54,-1.2982,0.5295
54,55,-1.8991,-1.455
55,56,-1.4443,0.9889
56,57,0.1395,-0.4755
57,58,-0.9956,-0.1814
58,59,-1.0823,0.9287
59,60,-1.191,-0.1385
60,61,-2.1985,-0.353
61,62,-0.9535,-0.1093
62,63,-1.0309,1.1941
63,64,-0.4916,-0.1523
64,65,-0.462,-0.2155
65,66,-1.132,0.7353
66,67,0.558,-0.9774
67,68,-1.8226,-0.7381
68,69,-1.4834,-2.2928
69,70,-2.2043,-1.0771
70,71,-1.5063,-2.6364
71,72,0.0357,-0.9754
72,73,-0.8145,-0.5992
73,74,-0.1061,0.8213
74,75,-1.3273,0.8435
75,76,-1.1157,0.7434
76,77,-1.4256,-0.4685
77,78,0.0183,0.6878
78,79,-1.2139,-0.3054
79,80,-0.5734,0.2774
80,81,-0.9848,0.1554
81,82,-1.0367,-0.3896
82,83,0.4421,-0.3588
83,84,0.2967,-1.2656
84,85,-1.5523,0.7895
85,86,0.2366,-1.392
86,87,-0.5107,0.2155
87,88,-0.3655,0.5318
88,89,0.1458,1.9587
89,90,-0.6072,-0.1743
90,91,-2.1412,0.4406
91,92,-1.0785,-0.2872
92,93,-1.3269,0.1451
93,94,-1.1924,-0.159
94,95,-0.5835,1.1372
95,96,-0.5451,-0.1222
96,97,-0.4371,-1.3001
97,98,-1.1959,-0.6726
98,99,-0.5738,-0.4283
99,100,-0.6006,0.3633
100,101,-0.346,0.6522
101,102,-0.4497,2.6055
102,103,0.4551,0.0484
103,104,-0.6393,-0.1354
104,105,-0.8914,0.6413
105,106,-0.1511,-0.5565
106,107,-0.4041,-0.4089
107,108,-0.6026,1.0404
108,109,0.5776,-1.4353
109,110,0.0985,0.4021
110,111,-0.8682,-1.4308
111,112,-0.3018,1.4334
112,113,-2.428,0.1943
113,114,-0.9574,0.416
114,115,-0.131,0.0033
115,116,0.2248,1.5983
116,117,-1.3491,-1.478
117,118,-1.4877,1.585
118,119,-0.4833,0.3518
119,120,-0.7632,0.6858
120,121,-0.6418,1.5619
121,122,-0.9205,-0.2637
122,123,-0.7735,0.4111
123,124,-0.852,0.0612
124,125,-1.0327,-0.95
125,126,-0.1704,0.7173
126,127,-0.9176,-2.0493
127,128,-0.9446,-1.2204
128,129,-0.8883,0.1434
129,130,-0.3208,0.1843
130,131,-1.0606,0.4327
131,132,-0.4621,-1.0618
132,133,-0.0627,-1.3012
133,134,0.0854,1.2323
134,135,-1.6224,0.0666
135,136,-0.9931,-1.2854
136,137,-0.95,-0.598
137,138,-0.0497,0.1412
138,139,-0.3732,-0.3838
139,140,1.0752,-1.0769
140,141,-0.1224,-0.6961
141,142,-0.5799,2.4678
142,143,-0.2766,0.814
143,144,1.1314,0.0649
144,145,0.1331,0.1385
145,146,-1.0312,-0.5149
146,147,-0.6727,0.925
147,148,-0.8996,1.1464
148,149,-1.1053,0.9709
149,150,-1.0283,-0.4167
