,Epoch,Generator Loss,Discriminator Loss
0,1,-1.2034,-0.1667
1,2,-1.8979,-0.0303
2,3,-1.9391,0.1438
3,4,-1.9071,0.0856
4,5,-1.9184,-0.1357
5,6,-1.4709,0.0635
6,7,-1.6572,0.1477
7,8,-1.7104,-0.0384
8,9,-2.1623,-0.0866
9,10,-1.6163,0.2652
10,11,-1.776,-0.0917
11,12,-1.8476,0.1526
12,13,-1.4577,-0.003
13,14,-1.8826,0.0727
14,15,-1.5364,-0.0516
15,16,-1.5735,-0.3178
16,17,-1.3299,-0.1852
17,18,-1.3957,-0.338
18,19,-1.2786,-0.0387
19,20,-1.3048,0.2424
20,21,-1.651,-0.0804
21,22,-1.4305,-0.1269
22,23,-1.3243,-0.0171
23,24,-1.217,0.1665
24,25,-0.8872,0.269
25,26,-1.2293,0.5244
26,27,-0.9527,0.2862
27,28,-1.368,-0.1517
28,29,-0.9822,0.3203
29,30,-1.6829,-0.0184
30,31,-0.9503,-0.0344
31,32,-1.2214,0.0505
32,33,-1.4218,-0.0859
33,34,-1.4985,-0.0438
34,35,-1.6336,0.5912
35,36,-1.9896,-0.3324
36,37,-1.5881,0.2187
37,38,-1.6661,0.1987
38,39,-1.7916,0.0132
39,40,-1.6209,-0.3435
40,41,-2.0603,0.0329
41,42,-1.7284,-0.2596
42,43,-1.9756,0.3992
43,44,-2.4207,-0.3549
44,45,-2.012,-0.034
45,46,-1.8725,-0.4698
46,47,-2.1684,0.2208
47,48,-1.9465,-0.0757
48,49,-1.7718,-0.5713
49,50,-1.5882,-0.083
50,51,-1.5429,0.1767
51,52,-1.6667,0.1482
52,53,-1.9027,-0.0927
53,54,-1.8476,0.315
54,55,-1.8162,-0.2954
55,56,-1.6861,-0.4217
56,57,-1.6971,-0.1877
57,58,-1.8708,0.0622
58,59,-1.6757,-0.1731
59,60,-1.6565,0.0812
60,61,-1.7018,0.281
61,62,-1.9153,0.0503
62,63,-1.7124,0.0384
63,64,-1.6876,0.0844
64,65,-2.044,-0.2918
65,66,-1.761,-0.0968
66,67,-2.3935,0.231
67,68,-1.859,0.1899
68,69,-1.9944,-0.1784
69,70,-1.8806,0.2782
70,71,-1.4807,-0.0753
71,72,-1.9614,-0.0097
72,73,-2.0942,-0.0379
73,74,-1.7665,0.3813
74,75,-1.8248,-0.0415
75,76,-2.3194,0.0416
76,77,-1.9761,-0.0914
77,78,-2.2093,0.5128
78,79,-1.9087,-0.3373
79,80,-1.4381,0.0519
80,81,-1.8851,-0.572
81,82,-1.7209,0.4761
82,83,-1.7044,0.227
83,84,-1.8102,0.4283
84,85,-2.0466,-0.3277
85,86,-2.1595,0.2505
86,87,-1.7848,0.0307
87,88,-1.7661,-0.0419
88,89,-2.0609,-0.3574
89,90,-2.1237,0.1658
90,91,-1.3669,-0.5391
91,92,-1.3678,0.3981
92,93,-1.3467,-0.39
93,94,-1.2658,-0.0506
94,95,-0.9039,-0.1763
95,96,-1.2351,0.0486
96,97,-0.8673,0.0025
97,98,-1.0349,-0.0349
98,99,-1.4107,-0.0768
99,100,-1.3402,0.1692
100,101,-1.6496,-0.2136
101,102,-1.0936,-0.3809
102,103,-1.2148,0.3051
103,104,-1.1806,-0.0159
104,105,-1.3365,-0.4603
105,106,-1.8077,-0.7017
106,107,-0.7287,-0.0718
107,108,-1.2845,-0.0359
108,109,-1.8217,0.1232
109,110,-1.8035,-0.0998
110,111,-1.2242,0.1476
111,112,-1.2038,0.1759
112,113,-1.4441,-0.0879
113,114,-1.9137,-0.422
114,115,-0.8188,0.0109
115,116,-1.9792,0.0778
116,117,-1.7975,-0.1124
117,118,-1.8677,0.3051
118,119,-1.7602,0.3649
119,120,-1.223,0.2656
120,121,-1.7483,-0.3993
121,122,-1.6843,0.1548
122,123,-1.695,-0.1602
123,124,-1.0212,0.1314
124,125,-1.7203,0.3535
125,126,-1.3561,0.2736
126,127,-1.1152,-0.3261
127,128,-1.5845,0.0259
128,129,-1.112,-0.234
129,130,-1.5803,-0.0434
130,131,-1.4582,0.3971
131,132,-0.7343,0.2406
132,133,-1.6086,-0.3972
133,134,-1.9016,-0.2459
134,135,-1.487,-0.1361
135,136,-1.3294,-0.0521
136,137,-1.1589,-0.1546
137,138,-1.0902,-0.3764
138,139,-1.1408,-0.4967
139,140,-0.8883,-0.0334
140,141,-0.5832,0.0851
141,142,-1.009,0.7617
142,143,-1.0653,-0.3701
143,144,-1.8982,-0.1974
144,145,-0.8125,-0.5624
145,146,-1.9787,0.2826
146,147,-0.808,-1.1448
147,148,-1.0678,0.0799
148,149,-0.5464,0.0484
149,150,-1.0978,-0.4025
150,151,-0.5404,0.3807
151,152,0.4853,-0.1586
152,153,-0.5902,-0.3158
153,154,-1.618,0.0671
154,155,-0.8925,0.4095
155,156,-0.573,-0.4465
156,157,-0.5826,-0.1389
157,158,0.5061,0.7871
158,159,-1.6122,0.3783
159,160,-0.6869,0.3794
160,161,-0.401,-0.354
161,162,-0.7945,-0.2649
162,163,-0.1953,-0.2464
163,164,-1.3126,0.1366
164,165,-0.8553,-0.7364
165,166,-0.6194,0.2018
166,167,-0.7343,0.4138
167,168,-0.9096,0.0653
168,169,-1.2055,0.404
169,170,-1.1956,-0.6114
170,171,-0.3539,0.1817
171,172,-0.951,0.3206
172,173,-0.5851,0.6119
173,174,-0.103,-0.3385
174,175,-0.5245,-0.5275
175,176,-0.6819,-0.125
176,177,-0.904,-0.1708
177,178,-0.8543,-0.1417
178,179,-1.1754,0.1592
179,180,-0.7994,-0.0995
180,181,-0.5254,0.2078
181,182,-0.8715,-0.7096
182,183,-0.8,0.047
183,184,-0.7775,0.1605
184,185,-0.3046,-0.1023
185,186,-0.8102,0.1794
186,187,-0.5266,0.7838
187,188,-0.4037,0.4668
188,189,-0.9425,0.2968
189,190,-0.0277,-0.1657
190,191,-0.7869,-0.3603
191,192,-0.0469,-0.2944
192,193,-0.7654,0.6997
193,194,-1.0807,0.6916
194,195,-1.3572,0.5224
195,196,-0.4114,-0.2387
196,197,-0.3552,0.4119
197,198,-0.3825,0.0707
198,199,-1.0297,-0.1356
199,200,-0.4746,-0.0494
200,201,-0.584,0.6964
201,202,-0.3646,-0.2309
202,203,-0.6171,-0.1066
203,204,-0.456,0.1028
204,205,-0.5318,-0.2359
205,206,-0.5939,-0.4934
206,207,-1.3867,-1.1407
207,208,-0.7467,0.4752
208,209,-1.4713,0.4992
209,210,-1.1106,-0.0187
210,211,-1.6462,0.3042
211,212,-1.2776,-0.399
212,213,-1.2568,-0.4738
213,214,-2.3459,-0.3146
214,215,-2.0926,0.2415
215,216,-1.0676,-0.5204
216,217,-1.1707,-0.1735
217,218,-1.4072,-0.1942
218,219,-1.9749,-0.2162
