,Epoch,Generator Loss,Discriminator Loss
219,220,-2.1032,-0.0073
220,221,-2.3516,-0.0745
221,222,-2.0011,-0.1739
222,223,-2.038,-0.1587
223,224,-2.1563,-0.2645
224,225,-1.6968,-0.0669
225,226,-1.9109,0.0893
226,227,-1.578,0.694
227,228,-1.0,-0.1231
228,229,-1.5373,0.8395
229,230,-1.4543,-0.2191
230,231,-2.1607,0.5789
231,232,-1.4655,0.1861
232,233,-1.9642,-0.3758
233,234,-1.4074,0.4002
234,235,-1.5674,0.0623
235,236,-1.2567,-0.048
236,237,-1.8374,0.3545
237,238,-1.1235,0.5158
238,239,-1.624,-0.1475
239,240,-1.7189,-0.1897
240,241,-1.0718,-0.3168
241,242,-1.4775,-0.0634
242,243,-1.8114,-0.4077
243,244,-1.9776,-0.0802
244,245,-1.1275,0.0245
245,246,-1.6348,0.1495
246,247,-1.5745,-0.1021
247,248,-1.2254,-0.3565
248,249,-2.0559,-0.5564
249,250,-2.3708,-0.297
250,251,-1.6975,-0.0375
251,252,-1.6327,-0.0167
252,253,-1.7463,-0.4559
253,254,-2.2999,0.3682
254,255,-1.9205,-0.2673
255,256,-1.6075,0.4263
256,257,-1.6423,0.0282
257,258,-2.1738,-0.1983
258,259,-1.7356,-0.0039
259,260,-1.5699,-0.5571
260,261,-1.1901,0.4165
261,262,-1.396,0.1459
262,263,-1.6057,-0.3738
263,264,-1.7219,-0.0634
264,265,-1.8558,0.2561
265,266,-1.0246,0.1002
266,267,-1.5298,0.0519
267,268,-1.4313,0.4478
268,269,-1.2635,-0.2337
269,270,-1.5185,-0.196
270,271,-1.0994,-0.4019
271,272,-1.8533,-0.5759
272,273,-1.7047,0.0937
273,274,-1.3544,0.5089
274,275,-1.3258,0.6615
275,276,-1.3643,-0.1679
276,277,-1.0588,0.1837
277,278,-1.5126,-0.5902
278,279,-1.5263,-0.1458
279,280,-1.3443,0.2851
280,281,-2.1381,-0.4346
281,282,-1.2374,-0.0241
282,283,-1.7793,-0.3506
283,284,-1.1433,-0.1688
284,285,-1.8651,-0.1068
285,286,-1.9728,-0.2591
286,287,-2.0302,-0.1545
287,288,-1.6238,-0.2297
288,289,-0.7912,-0.1204
289,290,-1.3615,0.4394
290,291,-1.2182,0.1098
291,292,-1.5096,-0.1398
292,293,-1.0928,0.5742
293,294,-1.2935,0.1223
294,295,-1.314,-0.1864
295,296,-1.2987,0.1032
296,297,-2.0225,-0.0071
297,298,-1.6272,0.2613
298,299,-1.4412,0.2234
299,300,-1.7409,-0.0271
