Epoch,Generator Loss,Discriminator Loss
113,-2.2448,-0.3311
114,-2.4222,-0.1445
115,-2.1523,-0.1377
116,-1.8518,0.3839
117,-2.0275,-0.331
118,-1.979,0.0061
119,-2.3349,-0.1861
120,-1.9626,-0.5005
121,-2.1574,0.357
122,-2.2663,-0.3268
123,-2.0592,0.3087
124,-1.7582,-0.2211
125,-2.1302,0.225
126,-1.9957,0.2716
127,-2.116,-0.1512
128,-2.3463,-0.2256
129,-2.1112,-0.5148
130,-1.9142,-0.717
131,-2.0172,-0.3129
132,-1.8853,-0.1381
133,-1.7819,0.0156
134,-1.5394,-0.3438
135,-1.9495,-0.2451
136,-2.1547,-0.2398
137,-1.9549,-0.2785
138,-1.1903,-0.3246
139,-1.5522,0.072
140,-1.8406,0.1121
141,-1.4919,-0.2215
142,-1.7308,0.4281
143,-1.9183,0.2629
144,-1.5905,-0.5183
145,-1.7982,0.2403
146,-1.5906,-0.3756
147,-1.9569,-0.1109
148,-1.7102,0.0913
149,-1.8144,-0.2633
150,-1.4844,-0.1775
151,-1.2683,0.1529
152,-1.8627,-0.2208
153,-0.96,-0.1972
154,-1.3095,-0.3114
155,-1.1411,-0.1704
156,-1.3697,-0.089
157,-1.4533,-0.3749
158,-1.2572,-0.1243
159,-1.1077,-0.1792
160,-1.001,-0.3554
161,-1.0209,0.1872
162,-1.2953,0.3752
163,-1.2508,-0.0285
164,-0.7288,-0.0335
165,-0.9491,-0.6314
166,-0.7649,0.1375
167,-0.4248,-0.0651
168,-1.0299,-0.2128
169,-0.939,-0.1339
170,-0.9953,-0.089
171,-1.0278,-0.2148
172,-1.4422,-0.3112
173,-0.761,0.2158
174,-1.0243,0.0149
175,-1.4309,-0.3735
176,-0.7488,-0.2682
177,-1.176,-0.3829
178,-1.0311,-1.2986
179,-1.3681,0.0795
180,-0.9003,-0.1757
181,-1.0202,0.2322
182,-1.5011,0.2744
183,-1.1282,-0.9378
184,-1.2554,-0.4749
185,-0.3365,-0.0041
186,0.0517,0.1494
187,-0.3548,0.0833
188,-0.768,-0.1074
189,-0.9522,-0.5116
190,-0.8437,0.3261
191,-0.602,0.4716
192,-0.3595,-0.0462
193,-1.0395,-0.3133
194,-1.3851,0.041
195,-1.061,-1.0291
196,-1.3841,-0.3622
197,-0.6675,-0.2012
198,-1.0566,0.45
199,-1.3334,-0.5548
200,-0.9941,0.3728
201,-0.4052,-1.3478
202,-0.573,-0.0388
203,-1.1848,0.4774
204,-0.8622,-0.0327
205,-0.7498,0.5246
206,-1.8816,-0.4344
207,-1.0332,0.0706
208,-1.469,-0.7447
209,-1.3887,-0.4408
210,-0.6185,-0.6048
211,-1.2985,-1.1
212,-1.1073,0.0534
213,-1.5206,-0.4118
214,-0.6348,0.0941
215,-0.6889,-0.5413
216,-0.5751,0.2776
217,-2.101,-0.4089
218,-1.2953,0.1302
219,-1.7816,-0.1184
220,-1.2339,-0.0531
221,-1.4052,-0.4507
222,-1.7988,0.2824
223,-1.5961,-0.0849
224,-1.4157,0.008
225,-0.8694,-0.4429
226,-0.848,-0.635
227,-1.227,0.2658
228,-1.0024,-0.6339
229,-0.9773,0.4537
230,-1.9827,0.0123
231,-1.289,0.0326
232,-0.7367,-0.5728
233,-0.3114,-0.4673
234,-1.0497,0.2242
235,-1.1268,-0.1266
236,-1.764,-0.2209
237,-1.3906,-0.2051
238,-0.8233,-0.796
239,-0.4808,-0.3462
240,-0.5763,-0.2559
241,-0.8214,-0.1204
242,-0.6817,-0.1878
243,-1.8979,-0.1158
244,-0.5225,-0.2971
245,-1.1862,0.1234
246,-1.6957,-0.4725
247,-0.8061,-0.0905
248,-0.9514,0.0449
249,-0.4516,-0.118
250,-0.8087,-1.0509
251,-0.9779,0.9318
252,-0.7362,-0.6073
253,-0.8718,-1.2087
254,-0.8192,-0.5536
255,-1.5043,0.1228
256,-1.3567,-0.5531
257,-1.2118,0.0624
258,0.1207,-0.1154
259,-0.6454,-0.6144
260,-0.7437,-0.4944
261,-1.8678,0.1686
262,-1.1096,-0.1293
263,-0.8391,0.2344
264,-0.9298,0.1527
265,-1.4129,0.0544
266,-0.9675,-0.4825
267,-1.0337,-1.2509
268,-0.7241,0.2049
269,-1.513,-0.3479
270,-1.2702,-0.0395
271,-0.7697,-0.309
272,-1.7079,0.3128
273,-1.0016,-0.4533
274,-0.6656,-0.1361
275,-1.0075,-0.6212
276,-0.778,0.4458
277,-1.046,0.0225
278,-1.5105,0.2669
279,-1.141,-0.0284
280,-0.4438,-0.9433
281,-1.461,0.1884
282,-0.9707,0.0365
283,-0.5925,-0.1529
284,-0.5755,0.3828
285,-0.3297,-0.16
286,0.1262,-0.7455
287,-0.5297,-0.0611
288,-1.1739,-0.3222
289,-1.09,-0.4417
290,-0.8929,-1.1224
291,-0.4991,-0.2625
292,-0.7617,-1.1697
293,-0.9636,0.1152
294,-0.9202,0.2311
295,-1.0218,0.577
296,-0.3652,0.2642
297,0.1085,0.1115
298,-0.4028,-1.1652
299,-0.7012,0.345
300,-0.7183,-0.2649
301,-1.374,0.0722
302,-0.4173,-0.0664
303,-0.5872,0.2768
304,-0.702,-1.2119
305,-0.9951,0.1998
306,-1.7203,-0.7174
307,-0.8754,0.2038
308,-0.6068,0.2506
309,0.2427,-0.4492
310,-1.0272,-0.564
311,-0.8979,0.042
312,-1.2572,0.0217
313,-1.3083,-0.2364
314,-0.9464,-0.6376
315,-1.6952,-0.5745
316,-0.8536,-0.4768
317,-1.0092,-0.3994
318,-0.9269,0.2287
319,-0.997,-0.3124
320,-1.2819,-0.1056
321,-1.4752,0.2638
322,-1.3717,-0.1875
323,-1.8394,0.0226
324,-1.4042,-0.2527
325,-0.8364,-0.5529
326,-1.5375,-0.133
327,-1.1862,-0.2474
328,-1.2786,-0.1566
329,-1.368,0.0737
330,-1.8106,-0.0137
331,-1.6588,0.5052
332,-1.1188,-0.7872
333,-1.2138,0.1032
334,-1.3981,0.2254
335,-1.9718,0.4359
336,-1.348,-0.4101
337,-0.6977,0.1697
338,-1.218,0.4168
339,-1.9538,0.3283
340,-1.1357,0.2193
341,-0.5716,-0.178
342,-1.5597,0.1596
343,-1.6665,-0.2621
344,-0.5119,0.1945
345,-1.0989,0.544
346,-0.8933,-0.0331
347,-1.3438,-0.0193
348,-1.3475,1.1077
349,-1.6819,-0.1865
350,-1.3318,-0.8042
351,-0.9744,-1.3825
352,-1.7197,0.0541
353,-2.1026,-0.2343
354,-0.6462,-0.7712
355,-1.0592,0.105
356,-1.752,0.2371
357,-0.9544,0.2199
358,-1.5456,-0.758
359,-1.2565,-0.0148
360,-1.1471,0.3734
361,-0.6739,-0.0452
362,-0.5638,-0.2472
363,-1.1329,-0.6133
364,-0.9069,-0.0976
365,-1.0328,-0.1148
366,-1.6791,1.0873
367,-1.4593,-0.4318
368,-2.2872,-0.2207
369,-1.7405,-0.4895
370,-0.579,-0.3074
371,-0.9915,-0.1912
372,-0.4609,0.0234
373,-1.3865,0.5385
374,-1.5362,0.4915
375,-0.7378,-0.5599
376,-0.7625,-0.2271
377,-0.9205,0.1681
378,-0.849,-0.0565
379,-0.6971,-0.0119
380,-1.0449,0.0536
381,-1.07,0.1888
382,-1.1678,-0.1156
383,-0.8873,0.558
384,-0.8734,-0.3768
385,-0.9618,-0.2067
386,-1.8067,-0.0025
387,-1.2989,0.0261
388,-0.9921,-0.6671
389,-1.6258,0.3912
390,-1.0702,-0.3271
391,-0.6025,-0.3566
392,-1.1061,0.4032
393,-1.4196,-0.8018
394,-0.3355,-0.0027
395,-1.0446,0.1646
396,-0.2219,-0.2906
397,-0.5819,0.1605
398,-0.9024,-0.7024
399,-0.9661,-0.375
400,-0.9399,0.7947
401,-0.5395,0.1464
402,-1.1951,-1.0846
403,-0.9205,0.0402
404,-1.0545,-0.1247
405,-0.7767,-1.2227
406,-0.4768,-0.4562
407,-1.8602,-0.8071
408,-0.5325,-0.0041
409,-1.1492,0.5279
410,-1.0912,0.7151
411,-1.6273,0.1893
412,-2.2319,-0.8004
413,-1.9593,-0.6709
414,-0.9588,0.5001
415,-2.282,0.2598
416,-1.4268,-0.8897
417,-1.355,-0.1842
418,-1.1701,0.5623
419,-0.8668,-0.8832
420,-0.7956,0.8966
421,-1.4005,-0.0578
422,-1.3158,-0.7308
423,-0.8536,-0.521
424,-2.4172,0.1745
425,-1.0399,-0.2268
426,-1.165,0.7615
427,-1.0609,1.3389
428,-0.9422,0.8211
429,-1.3738,0.7138
430,-0.8092,-0.0638
431,-1.6518,-0.3686
432,-1.1741,0.1756
433,-0.9373,0.2922
434,-0.7715,-0.611
435,-0.2066,0.2707
436,-0.5625,-0.6472
437,-0.2657,-0.2703
438,-0.1817,0.5569
439,-1.1521,-0.6479
440,-0.7986,-0.0107
441,-1.0302,0.0741
442,-1.9843,0.6716
443,-0.4888,1.0945
444,-1.6009,-1.0001
445,-0.6193,-0.6063
446,-0.8694,-0.5963
447,-1.0268,0.5385
448,-1.8674,-0.1631
449,-1.0335,0.4999
450,-0.4116,-0.7482
451,-0.5123,0.5318
452,-1.2912,0.6662
453,-1.7268,1.1816
454,-1.1043,-0.4319
455,-1.7827,0.2512
456,-0.9241,-0.5693
457,-1.1976,-0.0649
458,0.1057,-0.1649
459,-0.6635,-0.237
460,-1.5543,0.0511
461,-1.564,-0.1766
462,-2.2437,0.3462
463,-1.0636,0.2901
464,-1.0388,-0.6476
465,-1.8454,-0.6092
466,-1.4799,1.7436
467,-1.2636,0.3781
468,-1.1527,-1.097
469,-1.6347,-0.0699
470,-0.7602,-0.5386
471,-0.832,0.972
472,-1.0727,0.5746
473,-1.2428,0.1442
474,-1.0561,-0.2594
475,-0.7983,1.5841
476,-1.4832,0.0921
477,-1.5253,0.8058
478,-0.2332,0.6089
479,-0.7738,-0.1218
480,-0.7122,0.1915
481,-0.8863,-0.8198
482,-1.1448,-0.8247
483,-0.7184,0.2993
484,-1.0227,0.3822
485,-0.4306,-0.4446
486,-0.5545,0.8769
487,-0.4668,-0.6173
488,-1.1008,-0.3483
489,-0.5955,-0.2565
490,-0.8212,-0.1955
491,-0.8453,1.4564
492,-0.6306,-0.3016
493,0.2641,-0.1611
494,-1.4231,0.5957
495,-1.2809,-0.4635
496,-0.8892,-0.642
497,-1.5036,0.8148
498,-1.0574,-0.0246
499,-1.8568,1.4212
500,-0.8734,-0.1896
501,-0.8504,0.0584
502,-0.7655,-0.3397
503,-1.3229,0.2457
504,-1.1309,-0.9443
505,-1.0176,0.4252
506,-1.4267,0.2812
507,-0.6732,-1.2697
508,-1.2003,-0.5816
509,-1.6301,0.1798
510,-1.1168,-1.0611
511,-1.4656,0.3108
512,-1.2939,-0.7128
513,-0.5126,-0.4253
514,-0.6634,0.4649
515,-0.5552,-0.678
516,-0.4803,-0.6357
517,-0.253,-0.828
518,-0.7868,0.3329
519,-1.1738,0.653
520,-0.8484,-1.0217
521,-0.4973,-0.2753
522,-0.2039,-0.0795
523,-0.1328,-0.6223
524,-1.4122,0.8644
525,-0.7567,-1.0697
526,-1.4452,-0.9593
527,-0.7158,-0.4265
528,-1.2301,-0.3745
529,-0.1304,0.4311
530,0.6696,-0.4323
531,-1.2716,-1.7358
532,-0.2954,0.1053
533,-1.1539,-0.5336
534,-0.4306,-0.8439
535,0.1024,1.177
536,-0.8936,0.2178
537,-1.3854,-0.1244
538,-0.8974,0.0446
539,-0.2892,-0.5149
540,-0.0886,0.2945
541,-0.2575,0.2363
542,-0.7076,-0.236
543,-0.2081,0.0638
544,-1.597,0.1759
545,-0.2189,0.3209
546,0.3361,0.3135
547,0.4279,-0.0382
548,-1.0491,0.8267
549,-1.2611,-1.2161
550,-1.9308,0.2547
551,-1.0345,-0.0558
552,-0.8385,-0.7798
553,-0.9181,-0.0413
554,-1.0383,-0.0943
555,-0.2605,-0.9132
556,-0.3816,0.7219
557,-1.5696,-0.6531
558,-0.0116,-0.0647
559,-0.4919,0.2564
560,-0.7485,0.5963
561,-0.8451,0.2099
562,-0.5034,0.1041
563,-0.9336,0.0293
564,-1.3577,0.4006
565,-0.8139,-0.6983
566,-1.4657,-0.0984
567,-1.8051,0.6476
568,-1.1597,0.3464
569,-1.0267,0.9735
570,-0.2673,-0.2244
571,-0.9069,-0.31
572,-1.3077,0.1789
573,-0.5909,-0.3037
574,-1.2368,0.3002
575,-1.0285,-0.0604
576,-1.4934,0.1279
577,-0.5493,-0.6311
578,-0.2695,0.4169
579,-1.1932,0.232
580,-0.4621,-0.1313
581,-1.3914,-0.3492
582,-1.1135,0.9896
583,-0.4527,0.2938
584,-1.2358,-0.189
585,-1.0767,0.8888
586,-0.7014,0.3068
587,-0.9718,-0.1368
588,-1.4422,0.3322
589,-0.629,-1.7431
590,-0.7551,-0.4115
591,-1.2298,-0.7735
592,-0.1651,-0.1179
593,-0.134,-1.2642
594,-1.3204,0.8303
595,-1.0005,-0.9288
596,-1.7542,0.5471
597,-1.175,-0.4535
598,-0.8642,-0.1453
599,-1.0979,0.7354
600,-0.3246,-1.4949
601,-1.6982,-0.3534
602,-0.7752,-0.1101
603,-1.8153,1.3058
604,-0.7815,0.2733
605,-0.7012,-0.0452
606,-1.0832,-0.7188
607,0.0825,0.2046
608,-0.8665,-1.0421
609,-1.2658,-0.2037
610,-0.6747,0.0885
611,-0.6948,0.648
612,-1.3194,0.3796
613,-1.7637,0.2049
614,-0.3173,-0.4558
615,-0.3962,-0.4052
616,-0.8387,-0.2594
617,-0.2488,-0.5711
618,-1.0494,-0.2788
619,-0.7812,0.2255
620,-0.3766,-0.5038
621,-0.619,0.0574
622,-1.6238,-0.0597
623,-1.206,-0.0041
624,-0.3109,0.6739
625,-0.0793,0.6682
626,-0.8789,0.2276
627,-0.9005,0.3531
628,-0.3896,0.249
629,-0.8416,0.0537
630,1.3507,0.3762
631,-1.3658,0.3197
632,-0.6418,-0.4532
633,-0.5495,0.9096
634,-1.2441,-0.8797
635,-0.1198,-0.9966
636,-0.1259,0.3875
637,-1.1963,-0.2412
638,-1.6609,0.166
639,-0.9015,-0.8446
640,-1.0993,-1.062
641,-0.6178,0.6353
642,-1.0765,-1.0649
643,-0.837,0.5028
644,-0.6906,0.3318
645,-1.1477,0.2991
646,-0.6009,0.4313
647,-1.0732,-0.8101
648,-1.2408,-0.2905
649,-1.3355,-0.392
650,-0.6423,-0.4416
651,-0.3817,-0.9489
652,-0.7762,0.0809
653,-0.4915,-0.3313
654,-0.1839,1.1624
655,-0.3375,1.0356
656,-0.9218,0.0536
657,-0.9156,0.3655
658,-1.1883,0.3189
659,-0.9757,0.1009
660,0.0821,0.2428
661,-1.218,-0.5655
662,-1.3205,0.7572
663,-0.2848,-1.6843
664,-1.5086,-0.5397
665,0.2031,1.545
666,-1.4574,-0.7331
667,0.0486,-0.2373
668,-1.6421,-0.2222
669,-0.333,-0.6683
670,-1.3416,-0.387
671,-0.8826,-0.8976
672,-0.5777,0.2163
673,-0.3798,-0.765
674,-1.4439,1.3771
675,-0.6993,0.518
676,0.2377,-0.1749
677,-2.0156,0.1448
678,-0.3845,0.613
679,-0.8027,-0.1143
680,-0.3828,0.626
681,-0.2783,-1.2804
682,-0.2444,0.6429
683,-0.9986,-0.0081
684,-0.7646,0.358
685,-0.4158,0.3972
686,-0.4552,0.6884
687,0.5453,0.3049
688,-0.2544,0.6608
689,-0.1266,0.3222
690,0.1996,0.79
691,-0.5358,0.0828
692,-0.6167,-1.3744
693,-0.897,-0.7597
694,-0.6334,0.281
695,-1.7334,-1.607
696,-0.5678,-0.3459
697,-0.4374,0.1332
698,-1.017,0.2691
699,-0.16,-0.8905
700,-1.1631,-0.3762
701,-1.0737,0.7107
702,-0.6286,0.2841
703,-1.3492,-0.9319
704,-1.8387,0.0701
705,-1.3292,0.5126
706,-1.1534,-1.0348
707,-0.6106,1.1378
708,-1.5718,-0.8012
709,-0.5815,-0.9195
710,-0.1863,-0.2991
711,-0.9905,0.6775
712,-1.421,-0.5322
713,-0.7068,-1.2048
714,-0.5344,0.099
715,-0.1869,0.7193
716,-0.7976,-0.7354
717,-0.7698,-1.6461
718,-2.5963,-0.4353
719,-0.6593,-0.9752
720,-1.3162,0.2633
721,-1.8071,-1.2607
722,-0.5473,-0.3102
723,-1.0122,-0.0806
724,-1.1612,-0.0426
725,-0.2562,-0.6923
726,-0.8428,0.7943
727,-1.8436,-0.8718
728,-2.4475,0.9925
729,-1.5308,-0.496
730,-1.1696,-0.7248
731,0.0077,-1.1523
732,-0.3481,0.2946
733,-0.576,0.4156
734,-0.6775,-0.9954
735,-1.5257,-0.1909
736,-0.24,0.2906
737,-1.3481,-0.8433
738,-2.3261,0.0144
739,-1.6551,-0.8487
740,-0.459,-1.1011
741,0.1071,-0.3447
742,-0.4134,-0.1734
743,-1.8529,0.2144
744,-1.1278,-0.0354
745,-0.4004,-0.8729
746,-0.9517,-0.3862
747,-1.0553,0.6938
748,0.3155,0.0389
749,-0.1668,0.255
750,0.1579,0.8987
751,-1.1444,0.3807
752,-1.2037,0.4978
753,-0.2526,0.5025
754,-0.48,0.5446
755,-1.7239,-1.274
756,-1.3794,0.4888
757,-1.6492,0.0517
758,-0.5482,-0.4993
759,-0.8669,-0.2403
760,0.2927,0.0044
761,-0.5798,0.1574
762,-1.0658,0.0261
763,-1.1312,-0.6115
764,-1.0867,0.1092
765,-1.4098,0.1108
766,-0.5587,-0.5344
767,-0.4249,-0.3783
768,-0.3006,-0.5602
769,0.0072,-0.7418
770,-0.8887,-0.2547
771,-1.2996,0.619
772,-0.7395,1.0451
773,-1.1714,-0.3146
774,-0.2632,0.1505
775,-0.5809,0.4166
776,-1.3727,-0.4196
777,-0.9535,0.4084
778,-1.0321,-0.6238
779,-0.4292,0.8522
780,-1.4203,-0.2326
781,-1.0321,0.6353
782,-1.7119,-1.0496
783,-0.3682,-0.3819
784,-0.0271,1.1428
785,-0.9799,-0.3691
786,-0.1601,-1.3718
787,-0.2022,-0.3395
788,-0.9983,-0.5464
789,-0.391,-0.5439
790,-0.6402,0.225
791,-0.1487,0.0774
792,-0.3902,-0.0683
793,-0.592,-0.3786
794,0.1213,0.9224
795,-0.178,0.2601
796,-1.0625,0.3036
797,-1.6862,0.6221
798,-0.131,0.0861
799,-0.5462,1.1478
800,-0.234,-1.5128
801,-1.2637,-1.8395
802,-1.3005,-0.6476
803,-1.3725,-0.1176
804,-0.7395,-1.4863
805,-0.959,0.389
806,-1.8127,-0.5454
807,-1.2479,-0.3821
808,-1.2535,0.897
809,-1.3689,-0.8038
810,-0.7251,0.1609
811,-0.9644,-0.4027
812,-1.5658,0.0603
813,-1.8491,0.8455
814,-0.802,0.2956
815,-2.4262,0.8219
816,-1.1545,0.2095
817,-2.4055,0.3469
818,-1.7508,-1.5492
819,-1.3878,0.3997
820,-0.6568,0.464
821,-0.8709,-0.1832
822,-0.6994,-0.5025
823,-0.9345,0.1666
824,-1.5233,-1.2895
825,-1.6348,-0.4019
826,-1.5045,-0.2178
827,-1.6341,-0.0031
828,-1.2643,-0.1394
829,-0.802,0.5597
830,-1.1746,0.0862
831,-1.6201,-0.3484
832,-1.2526,1.2439
833,-1.1381,0.0634
834,-1.8497,0.022
835,-2.2375,-0.171
836,-1.3398,0.5301
837,-1.1588,0.082
838,-1.3924,-0.0785
839,-1.5112,-0.3901
840,-1.2849,-0.7612
841,-1.1722,-1.0611
842,-1.4444,0.4137
843,-1.2021,0.7093
844,-0.777,-0.6217
845,-0.7286,0.6872
846,-1.1299,0.5817
847,-2.1168,-0.2465
848,-0.9562,-1.4809
849,-0.7323,0.1204
850,-1.7357,0.4786
851,-1.2193,-1.1211
852,-0.5939,-0.0975
853,-1.5244,-0.5966
854,-1.4054,1.2891
855,-1.6116,0.3598
856,-1.0874,0.2929
857,-2.5275,-0.5374
858,-2.0641,-0.123
859,-1.5328,-1.0643
860,-1.969,0.3796
861,-2.3352,-0.6528
862,-2.155,-0.4463
863,-1.3791,0.1638
864,-2.3902,-0.5051
865,-1.8834,0.3504
866,-0.9365,0.6036
867,-1.2002,0.1199
868,-1.7644,-1.3578
869,-1.9373,-0.6064
870,-1.3632,-0.413
871,-1.8094,0.4706
872,-1.0016,0.0804
873,-0.9531,-0.7991
874,-1.5224,-0.1314
875,-1.2085,-0.3402
876,-1.9795,-0.2082
877,-1.2503,-0.221
878,-2.444,-0.9011
879,-1.4872,-0.1993
880,-1.2451,0.9199
881,-0.955,-0.7868
882,-1.9625,-1.2152
883,-1.6154,0.6156
884,-1.9419,-0.1638
885,-1.847,1.0223
886,-1.6411,0.0223
887,-1.5379,0.5469
888,-0.9683,-0.2126
889,-1.0403,-1.9665
890,-1.7175,0.2557
891,-1.7651,0.0743
892,-1.0439,0.2989
893,-0.881,0.3305
894,-1.8677,1.2072
895,-1.7296,0.0547
896,-1.4672,-0.0448
897,-1.8199,0.5426
898,-1.788,0.8709
899,-2.2363,0.0017
900,-1.9014,1.7846
901,-2.2538,-0.2737
902,-2.0306,-0.6367
903,-1.6997,-1.0494
904,-1.844,1.4029
905,-2.2843,-0.3488
906,-2.1632,0.5116
907,-1.8426,-0.5749
908,-1.4606,0.7473
909,-1.3313,-0.9551
910,-0.265,0.2704
911,-0.7567,0.2075
912,-1.3054,0.111
913,-2.4076,0.2127
914,-2.2177,0.5754
915,-1.988,-1.0629
916,-0.7349,-0.1475
917,-1.8599,-0.4669
918,-1.7669,-0.1132
919,-0.9503,0.546
920,-1.297,-0.4294
921,-1.1734,0.0995
922,-1.568,0.2479
923,-1.1866,-0.4301
924,-1.2949,-0.0419
925,-1.8957,1.0304
926,-1.4679,0.352
927,-1.579,0.2342
928,-1.9454,-1.0276
929,-2.2396,0.092
930,-1.9883,0.4104
931,-0.6665,0.597
932,-1.9762,-0.4917
933,-1.4,-0.6624
934,-1.927,0.2554
935,-2.2765,-0.2302
936,-2.3567,0.5059
937,-1.2967,0.3299
938,-2.4741,-0.307
939,-1.4395,0.3599
940,-1.6062,-0.7384
941,-1.8007,0.0961
942,-1.354,0.0504
943,-1.4317,0.7181
944,-1.8705,-0.0785
945,-1.5212,0.436
946,-1.641,-0.7967
947,-2.4254,-0.5252
948,-1.2826,0.2692
949,-1.1002,1.0413
950,-1.7325,1.0762
951,-1.1789,0.4112
952,-0.9448,-0.0663
953,-1.0389,0.2844
954,-0.9745,-0.9126
955,-0.5788,-0.1642
956,-0.9247,0.8034
957,-0.4507,-0.4473
958,-0.8686,-0.1163
959,-1.3754,-0.3165
960,-1.5571,0.3967
961,-1.5134,-1.2418
962,-2.1894,-0.9204
963,-1.625,0.149
964,-1.6181,-0.8227
965,-0.9318,0.1435
966,-1.2028,0.1594
967,-1.2088,1.2307
968,-0.779,-0.3429
969,-1.0878,-0.1785
970,-1.576,-0.1041
971,-1.4576,0.0374
972,-1.5241,-0.3594
973,-1.4414,-1.4537
974,-1.8141,-0.572
975,-1.7891,0.2198
976,-1.3572,-0.4116
977,-1.5369,-0.8311
978,-1.545,-0.173
979,-0.4349,-0.9865
980,-0.961,-0.2018
981,-1.224,0.7394
982,-0.4925,0.0055
983,-0.9928,0.3799
984,-0.7901,0.6639
985,-1.4622,0.2257
986,-1.4828,-0.6484
987,-1.0497,-0.6467
988,-0.6656,-0.3749
989,-0.9132,0.1004
990,-1.4189,0.5371
991,-1.0844,0.2101
992,-1.0725,0.3703
993,-1.2842,-0.6024
994,-1.1083,-0.4888
995,-0.4686,0.4154
996,-1.044,-0.1795
997,-0.9524,0.3204
998,-0.5097,-0.1402
999,-0.6631,-0.4804
1000,-0.9206,-0.3583
1001,-0.2613,-0.8687
1002,-0.5548,0.0478
1003,-2.0743,-0.197
1004,-1.5536,-0.1044
1005,-1.6495,-0.1566
1006,-0.759,-0.4145
1007,-1.675,-0.2757
1008,-0.655,0.104
1009,-1.065,-0.2784
1010,-1.4844,0.2393
1011,-1.0441,0.1161
1012,-0.7149,-0.1556
1013,-0.5652,-0.6325
1014,-0.4129,0.1407
1015,-0.5652,0.0647
1016,-1.6623,0.2565
1017,-1.7209,0.7256
1018,-1.9067,0.6263
1019,-1.365,-0.6047
1020,-0.4571,-0.1871
1021,-0.6293,0.03
1022,-1.4147,-0.5308
1023,-0.6672,0.1209
1024,-0.3153,-0.0219
1025,-0.6579,0.2249
1026,-1.4269,-0.3489
1027,-0.8396,-1.2075
1028,-0.385,0.206
1029,-1.3274,0.5986
1030,-2.1345,-0.3845
1031,-1.6941,1.0022
1032,-1.2225,-0.538
1033,-0.9098,-0.2784
1034,-1.2282,-0.8213
1035,-0.4679,-0.454
1036,-0.4373,1.0349
1037,-0.6174,0.1382
1038,-0.5391,0.316
1039,-0.3089,-0.73
1040,-0.2321,-0.7613
1041,-1.1608,0.312
1042,-0.2088,-0.3465
1043,-0.7568,-0.1498
1044,-0.4746,0.318
